Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,customer_key,geography_key,product_key,category_key,department_key,date_key,shipping_key,order_item_key,day_of_week,month_number,quarter_number,year,is_weekend,data_quality_score,cleansing_timestamp,record_source
PAYMENT,1,0,143.1600037,298.25,Late delivery,1,73,Sporting Goods,Panorama City,EE. UU.,,Deanna,19453,Goff,,Consumer,CA,3722 Thunder Cape,91402,2,Fitness,34.15893936,-118.1809387,Pacific Asia,Singapur,Singapur,19453,2018-01-12 22:48:00,75900,1360,29.5,0.090000004,179215,327.75,0.479999989,1,327.75,298.25,143.1600037,Southeast Asia,Singapur,PENDING_PAYMENT,,1360,73,http://images.acmesports.sports/Smart+watch,Smart watch,327.75,0,2018-01-13 10:48:00,Same Day,2793,2605,78,40,1,20180112,3,3940,Friday,1,1,2018,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,1,0,135.6900024,294.980011,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,,Dacey,19452,Walters,,Home Office,PR,2676 Velvet Common,725,2,Fitness,18.28294563,-66.0370636,Pacific Asia,Singapur,Singapur,19452,2018-01-12 22:27:00,75899,1360,32.77999878,0.100000001,179214,327.75,0.460000008,1,327.75,294.980011,135.6900024,Southeast Asia,Singapur,COMPLETE,,1360,73,http://images.acmesports.sports/Smart+watch,Smart watch,327.75,0,2018-01-13 10:27:00,Same Day,2792,2600,78,40,1,20180112,3,3939,Friday,1,1,2018,False,100,2025-12-03 17:23:07,DataCoSupplyChain
CASH,4,4,132.6699982,288.4200134,Shipping on time,0,73,Sporting Goods,Atlanta,EE. UU.,,Adele,19451,Pennington,,Home Office,GA,833 Amber Anchor Glen,30318,2,Fitness,33.81632614,-84.44550324,Pacific Asia,Medan,Indonesia,19451,2018-01-12 22:05:00,75898,1360,39.33000183,0.119999997,179213,327.75,0.460000008,1,327.75,288.4200134,132.6699982,Southeast Asia,Sumatra Septentrional,CLOSED,,1360,73,http://images.acmesports.sports/Smart+watch,Smart watch,327.75,0,2018-01-16 22:05:00,Standard Class,2791,1719,78,40,1,20180112,12,3938,Friday,1,1,2018,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,3,4,119.7600021,285.1400146,Advance shipping,0,73,Sporting Goods,Caguas,Puerto Rico,,Sybill,19450,Spencer,,Home Office,PR,830 Quaking Bear Grounds,725,2,Fitness,18.24103928,-66.0370636,Pacific Asia,Medan,Indonesia,19450,2018-01-12 21:44:00,75897,1360,42.61000061,0.129999995,179212,327.75,0.419999987,1,327.75,285.1400146,119.7600021,Southeast Asia,Sumatra Septentrional,PENDING_PAYMENT,,1360,73,http://images.acmesports.sports/Smart+watch,Smart watch,327.75,0,2018-01-15 21:44:00,Standard Class,2790,1717,78,40,1,20180112,9,3937,Friday,1,1,2018,False,100,2025-12-03 17:23:07,DataCoSupplyChain
DEBIT,2,4,31.47999954,278.5899963,Advance shipping,0,73,Sporting Goods,Fremont,EE. UU.,,Kay,19449,Sandoval,,Consumer,CA,1509 Middle Oak Isle,94539,2,Fitness,37.49027634,-121.9271088,Pacific Asia,Canberra,Australia,19449,2018-01-12 21:23:00,75896,1360,49.15999985,0.150000006,179211,327.75,0.109999999,1,327.75,278.5899963,31.47999954,Oceania,Territorio de la Capital Australiana,COMPLETE,,1360,73,http://images.acmesports.sports/Smart+watch,Smart watch,327.75,0,2018-01-14 21:23:00,Standard Class,2789,495,78,40,1,20180112,9,3936,Friday,1,1,2018,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,6,4,86.16999817,275.3099976,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,,Stacy,19448,Mckinney,,Corporate,PR,9712 Fallen Robin Diversion,725,2,Fitness,18.26469612,-66.03705597,Pacific Asia,Bangalore,India,19448,2018-01-12 21:02:00,75895,1360,52.43999863,0.159999996,179210,327.75,0.310000002,1,327.75,275.3099976,86.16999817,South Asia,Karnataka,PENDING,,1360,73,http://images.acmesports.sports/Smart+watch,Smart watch,327.75,0,2018-01-18 21:02:00,Standard Class,2788,221,78,40,1,20180112,10,3935,Friday,1,1,2018,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,5,2,130.5800018,272.0299988,Late delivery,1,73,Sporting Goods,Rochester,EE. UU.,,Marah,19447,Lara,,Corporate,NY,8665 Sunny Deer Woods,14609,2,Fitness,43.18824005,-77.56706238,Pacific Asia,Bangalore,India,19447,2018-01-12 20:41:00,75894,1360,55.72000122,0.170000002,179209,327.75,0.479999989,1,327.75,272.0299988,130.5800018,South Asia,Karnataka,PENDING,,1360,73,http://images.acmesports.sports/Smart+watch,Smart watch,327.75,0,2018-01-17 20:41:00,Second Class,2787,229,78,40,1,20180112,6,3934,Friday,1,1,2018,False,100,2025-12-03 17:23:07,DataCoSupplyChain
TRANSFER,4,4,0.0,268.7600098,Shipping on time,0,73,Sporting Goods,Dallas,EE. UU.,,Taylor,19446,Wood,,Corporate,TX,9879 Harvest Deer Farms,75211,2,Fitness,32.753685,-96.86553955,Pacific Asia,Yiwu,China,19446,2018-01-12 20:20:00,75893,1360,59.0,0.180000007,179208,327.75,0.0,1,327.75,268.7600098,0.0,Eastern Asia,Zhejiang,PROCESSING,,1360,73,http://images.acmesports.sports/Smart+watch,Smart watch,327.75,0,2018-01-16 20:20:00,Standard Class,2786,3146,78,40,1,20180112,12,3933,Friday,1,1,2018,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,5,2,-30.75,115.1800003,Late delivery,1,17,Cleats,Bayamon,Puerto Rico,,Mary,9083,Frank,,Home Office,PR,75 Sunny Grounds,957,4,Apparel,18.38011932,-66.18312836,Pacific Asia,Mirzapur,India,9083,2016-02-24 13:57:00,28744,365,4.800000191,0.039999999,71956,59.99000168,-0.270000011,2,119.9800034,115.1800003,-30.75,South Asia,Uttar Pradesh,PENDING_PAYMENT,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-02-29 13:57:00,Second Class,1656,1806,28,13,3,20160224,6,1655,Wednesday,2,1,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,2,2,-122.7300034,79.18000031,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,,Mary,4741,Smith,,Home Office,PR,9731 Honey Fox Towers,725,5,Golf,18.23557282,-66.3706131,Pacific Asia,Bursa,Turquía,4741,2016-10-25 14:39:00,45461,627,0.800000012,0.01,113598,39.99000168,-1.549999952,2,79.98000336,79.18000031,-122.7300034,West Asia,Bursa,PENDING_PAYMENT,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2016-10-27 14:39:00,Second Class,872,443,37,17,4,20161025,8,2321,Tuesday,10,4,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,6,2,33.59999847,96.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Elizabeth,639,Pittman,,Home Office,PR,7573 Golden Treasure Centre,725,5,Golf,18.02536774,-66.61303711,Pacific Asia,Murray Bridge,Australia,639,2016-03-30 04:37:00,31115,502,4.0,0.039999999,77757,50.0,0.349999994,2,100.0,96.0,33.59999847,Oceania,Australia del Sur,PENDING_PAYMENT,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-04-05 04:37:00,Second Class,133,1882,30,15,4,20160330,6,1794,Wednesday,3,1,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,2,2,24.69000053,75.98000336,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,,Katherine,9702,Tyler,,Home Office,PR,8369 Sunny Crossing,725,5,Golf,18.27383804,-66.37063599,Pacific Asia,Kartal,Turquía,9702,2016-10-30 01:31:00,45766,627,4.0,0.050000001,114401,39.99000168,0.330000013,2,79.98000336,75.98000336,24.69000053,West Asia,Estambul,PENDING_PAYMENT,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2016-11-01 01:31:00,Second Class,1783,1290,37,17,4,20161030,8,2341,Sunday,10,4,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,3,2,9.100000381,91.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Mary,9114,Smith,,Home Office,PR,1425 Fallen Fox Arbor,725,5,Golf,18.2848053,-66.37059021,Pacific Asia,Ulan Bator,Mongolia,9114,2016-11-28 01:18:00,47752,502,9.0,0.090000004,119405,50.0,0.100000001,2,100.0,91.0,9.100000381,Eastern Asia,Ulán Bator,PENDING_PAYMENT,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-12-01 01:18:00,Second Class,1662,2929,30,15,4,20161128,6,2455,Monday,11,4,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,5,2,-21.75,87.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Dennis,1362,Smith,,Home Office,PR,2290 Crystal Pathway,725,5,Golf,18.29496765,-66.37050629,Pacific Asia,Estambul,Turquía,1362,2016-12-31 15:47:00,50054,502,13.0,0.129999995,125135,50.0,-0.25,2,100.0,87.0,-21.75,West Asia,Estambul,PENDING_PAYMENT,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-01-05 15:47:00,Second Class,253,841,30,15,4,20161231,6,2590,Saturday,12,4,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,6,2,6.150000095,82.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Mary,8011,Hill,,Home Office,PR,6179 Noble Panda Moor,725,5,Golf,18.25571251,-66.37050629,Pacific Asia,Raipur,India,8011,2015-10-25 06:24:00,20365,502,18.0,0.180000007,50842,50.0,0.079999998,2,100.0,82.0,6.150000095,South Asia,Rajastán,PENDING_PAYMENT,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2015-10-31 06:24:00,Second Class,1463,2248,30,15,4,20151025,6,1154,Sunday,10,4,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,2,2,22.40999985,74.68000031,Shipping on time,0,13,Electronics,Caguas,Puerto Rico,,Mary,3296,Smith,,Home Office,PR,8205 Silver Grove Row,725,3,Footwear,18.23466301,-66.37059784,USCA,Pasco,Estados Unidos,3296,2016-06-11 15:12:00,36146,278,15.30000019,0.170000002,90273,44.99000168,0.300000012,2,89.98000336,74.68000031,22.40999985,West of USA,Washington,PENDING_PAYMENT,99301.0,278,13,http://images.acmesports.sports/Under+Armour+Men%27s+Compression+EV+SL+Slide,Under Armour Men's Compression EV SL Slide,44.99000168,0,2016-06-13 15:12:00,Second Class,614,2065,20,11,2,20160611,8,1937,Saturday,6,2,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,5,2,25.23999977,90.15000153,Late delivery,1,12,Boxing & MMA,Caguas,Puerto Rico,,Frances,3182,Smith,,Home Office,PR,7786 Middle Private,725,3,Footwear,18.26268196,-66.37049866,USCA,Los Angeles,Estados Unidos,3182,2016-08-24 21:45:00,41234,249,19.79000092,0.180000007,102921,54.97000122,0.280000001,2,109.9400024,90.15000153,25.23999977,West of USA,California,PENDING_PAYMENT,90049.0,249,12,http://images.acmesports.sports/Under+Armour+Women%27s+Micro+G+Skulpt+Running+Shoe,Under Armour Women's Micro G Skulpt Running S,54.97000122,0,2016-08-29 21:45:00,Second Class,592,1518,15,10,2,20160824,6,2077,Wednesday,8,3,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,6,2,30.5699997,117.5800018,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Alice,7864,Smith,,Home Office,PR,4294 High Passage,725,4,Apparel,18.28279495,-66.37055969,USCA,San Francisco,Estados Unidos,7864,2016-04-13 10:12:00,32090,365,2.400000095,0.02,80250,59.99000168,0.25999999,2,119.9800034,117.5800018,30.5699997,West of USA,California,PENDING_PAYMENT,94110.0,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-04-19 10:12:00,Second Class,1435,2394,28,13,3,20160413,6,1830,Wednesday,4,2,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,4,2,46.0699997,95.98000336,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Kyle,11169,Thomas,,Home Office,PR,5274 Easy Beach,725,4,Apparel,18.27466202,-66.37058258,USCA,Overland Park,Estados Unidos,11169,2016-05-22 14:10:00,34773,365,24.0,0.200000003,86866,59.99000168,0.479999989,2,119.9800034,95.98000336,46.0699997,US Center,Kansas,PENDING_PAYMENT,66212.0,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-05-26 14:10:00,Second Class,2042,2029,28,13,3,20160522,6,1897,Sunday,5,2,2016,True,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,2,2,-184.7799988,263.9700012,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,,Brenda,5197,Jordan,,Home Office,PR,4692 Jagged Thicket,725,3,Footwear,18.2689991,-66.37049866,Africa,Ugep,Nigeria,5197,2016-10-04 22:55:00,44046,191,36.0,0.119999997,110025,99.98999786,-0.699999988,3,299.9700012,263.9700012,-184.7799988,West Africa,Cross River,PENDING_PAYMENT,,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2016-10-06 22:55:00,Second Class,952,2925,12,7,2,20161004,8,2226,Tuesday,10,4,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,5,2,38.75,113.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,,Frank,1535,Livingston,,Home Office,PR,5161 Crystal Quail Jetty,725,5,Golf,18.2308178,-66.37052155,Africa,Kinshasa,República Democrática del Congo,1535,2016-11-08 12:32:00,46414,627,6.0,0.050000001,116033,39.99000168,0.340000004,3,119.9700012,113.9700012,38.75,Central Africa,Kinshasa,PENDING_PAYMENT,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2016-11-13 12:32:00,Second Class,286,1322,37,17,4,20161108,6,2377,Tuesday,11,4,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,5,2,-3.650000095,63.99000168,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,,Johnny,6122,Smith,,Home Office,PR,1465 Round Fawn Passage,725,6,Outdoors,18.26138115,-66.37056732,Africa,Dakar,Senegal,6122,2016-11-11 05:21:00,46599,917,1.980000019,0.029999999,116462,21.98999977,-0.059999999,3,65.97000122,63.99000168,-3.650000095,West Africa,Dakar,PENDING_PAYMENT,,917,41,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,2016-11-16 05:21:00,Second Class,1119,692,56,22,5,20161111,6,2388,Friday,11,4,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,5,2,38.22999954,79.66000366,Late delivery,1,37,Electronics,Caguas,Puerto Rico,,Mary,9451,Smith,,Home Office,PR,5723 Cinder Loop,725,6,Outdoors,18.23650742,-66.37051392,Africa,Casablanca,Marruecos,9451,2016-12-08 00:14:00,48434,828,16.30999947,0.170000002,121134,31.98999977,0.479999989,3,95.97000122,79.66000366,38.22999954,North Africa,Gran Casablanca,PENDING_PAYMENT,,828,37,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+San+Diego+Chargers...,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,0,2016-12-13 00:14:00,Second Class,1733,513,47,19,5,20161208,6,2507,Thursday,12,4,2016,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,3,2,129.3500061,293.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,,Mary,542,Smith,,Home Office,PR,2991 Silent Deer Landing,725,3,Footwear,18.35921478,-66.07779694,Europe,Dortmund,Alemania,542,2015-07-07 05:31:00,12827,191,6.0,0.02,32072,99.98999786,0.439999998,3,299.9700012,293.9700012,129.3500061,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2015-07-10 05:31:00,Second Class,115,767,12,7,2,20150707,6,569,Tuesday,7,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,2,2,132.2899933,269.9700012,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,,Hannah,11329,Smith,,Home Office,PR,5086 Emerald Fox Farms,725,3,Footwear,18.29944229,-66.37052155,Europe,Drancy,Francia,11329,2017-07-22 07:16:00,63936,191,30.0,0.100000001,159828,99.98999786,0.49000001,3,299.9700012,269.9700012,132.2899933,Western Europe,Isla de Francia,PENDING_PAYMENT,,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2017-07-24 07:16:00,Second Class,2072,773,12,7,2,20170722,8,3186,Saturday,7,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,6,2,76.04000092,224.9799957,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,,Mary,3570,Nelson,,Home Office,PR,3909 Hidden Treasure Beach,725,3,Footwear,18.28996849,-66.37054443,Europe,Nantes,Francia,3570,2017-08-07 06:33:00,65030,191,74.98999786,0.25,162548,99.98999786,0.340000004,3,299.9700012,224.9799957,76.04000092,Western Europe,Países del Loira,PENDING_PAYMENT,,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2017-08-13 06:33:00,Second Class,667,1904,12,7,2,20170807,6,3253,Monday,8,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,4,2,81.12999725,176.3699951,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Austin,650,Sexton,,Home Office,PR,4691 Cinder Crest,725,4,Apparel,18.2275734,-66.04563141,Europe,Groningen,Países Bajos,650,2015-09-22 07:41:00,18108,365,3.599999905,0.02,45253,59.99000168,0.460000008,3,179.9700012,176.3699951,81.12999725,Western Europe,Groningen,PENDING_PAYMENT,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-09-26 07:41:00,Second Class,136,997,28,13,3,20150922,6,975,Tuesday,9,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,2,2,43.52000046,167.3699951,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,,Michael,9353,Scott,,Home Office,PR,5703 Tawny Creek Townline,725,4,Apparel,18.2988205,-66.37059784,Europe,Gateshead,Reino Unido,9353,2017-07-02 09:03:00,62571,365,12.60000038,0.07,156394,59.99000168,0.25999999,3,179.9700012,167.3699951,43.52000046,Northern Europe,Inglaterra,PENDING_PAYMENT,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-07-04 09:03:00,Second Class,1718,922,28,13,3,20170702,8,3129,Sunday,7,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,3,2,68.77999878,163.7700043,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Mary,54,Olson,,Home Office,PR,7333 Cinder Way,725,4,Apparel,18.02538109,-66.61508179,Europe,Eastbourne,Reino Unido,54,2015-09-08 12:15:00,17162,365,16.20000076,0.090000004,42919,59.99000168,0.419999987,3,179.9700012,163.7700043,68.77999878,Northern Europe,Inglaterra,PENDING_PAYMENT,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-09-11 12:15:00,Second Class,13,802,28,13,3,20150908,6,891,Tuesday,9,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,3,2,40.49000168,161.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,,Vincent,12151,Krueger,,Home Office,PR,9404 Heather Bluff Dale,725,4,Apparel,18.25048637,-66.37062836,Europe,Hayange,Francia,12151,2017-08-20 07:03:00,65922,365,18.0,0.100000001,164735,59.99000168,0.25,3,179.9700012,161.9700012,40.49000168,Western Europe,Alsacia-Champaña-Ardenas-Lorena,PENDING_PAYMENT,,365,17,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2017-08-23 07:03:00,Second Class,2219,1085,28,13,3,20170820,6,3292,Sunday,8,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,2,2,20.93000031,139.5,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,,Hannah,11329,Smith,,Home Office,PR,5086 Emerald Fox Farms,725,5,Golf,18.29944229,-66.37052155,Europe,Drancy,Francia,11329,2017-07-22 07:16:00,63936,502,10.5,0.07,159829,50.0,0.150000006,3,150.0,139.5,20.93000031,Western Europe,Isla de Francia,PENDING_PAYMENT,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-07-24 07:16:00,Second Class,2072,773,30,15,4,20170722,8,3187,Saturday,7,3,2017,True,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,4,2,12.19999981,107.9700012,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,,Gregory,10018,Rodriguez,,Home Office,PR,1632 Green Fawn Corners,725,5,Golf,18.24069786,-66.37055969,Europe,Portsmouth,Reino Unido,10018,2017-08-04 02:31:00,64813,627,12.0,0.100000001,162007,39.99000168,0.109999999,3,119.9700012,107.9700012,12.19999981,Northern Europe,Inglaterra,PENDING_PAYMENT,,627,29,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2017-08-08 02:31:00,Second Class,1831,2180,37,17,4,20170804,6,3238,Friday,8,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,3,2,12.71000004,112.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,,Frances,3182,Smith,,Home Office,PR,7786 Middle Private,725,5,Golf,18.26268196,-66.37049866,Europe,Gelsenkirchen,Alemania,3182,2017-09-18 01:14:00,67892,502,37.5,0.25,169747,50.0,0.109999999,3,150.0,112.5,12.71000004,Western Europe,Renania del Norte-Westfalia,PENDING_PAYMENT,,502,24,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-09-21 01:14:00,Second Class,592,936,30,15,4,20170918,6,3390,Monday,9,3,2017,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,6,2,7.760000229,55.40999985,Late delivery,1,41,Trade-In,Caguas,Puerto Rico,,Kyle,4936,Smith,,Home Office,PR,8344 Noble Mountain Gate,725,6,Outdoors,18.21209908,-66.37050629,Europe,Nice,Francia,4936,2015-07-02 19:42:00,12525,917,10.56000042,0.159999996,31344,21.98999977,0.140000001,3,65.97000122,55.40999985,7.760000229,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,,917,41,http://images.acmesports.sports/Glove+It+Women%27s+Mod+Oval+3-Zip+Carry+All+Golf+Bag,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.98999977,0,2015-07-08 19:42:00,Second Class,909,1970,56,22,5,20150702,6,555,Thursday,7,3,2015,False,100,2025-12-03 17:23:07,DataCoSupplyChain
PAYMENT,6,2,101.3899994,299.9700012,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,,Lisa,8707,Smith,,Home Office,PR,7208 Bright Landing,725,3,Footwear,18.23131371,-66.37062836,LATAM,Petapa,Guatemala,8707,2015-03-28 00:55:00,5895,191,0.0,0.0,14664,99.98999786,0.340000004,3,299.9700012,299.9700012,101.3899994,Central America,Guatemala,PENDING_PAYMENT,,191,9,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2015-04-03 00:55:00,Second Class,1586,2123,12,7,2,20150328,6,226,Saturday,3,1,2015,True,100,2025-12-03 17:23:07,DataCoSupplyChain
